S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Page
257.,Kesar India,1264.50,917.19,3540.36,0.00,1.35,-91.57,29.81,-40.96,39.60,11
258.,Bondada Engineer,314.15,21.09,3505.71,0.03,92.56,147.65,1216.67,153.16,39.50,11
259.,Blue Pebble,149.80,29.96,61.12,0.33,0.75,-80.11,10.50,-55.11,39.40,11
260.,Sati Poly,42.50,1.73,21.02,0.00,0.82,-76.97,166.42,14.17,39.33,11
261.,Taurian MPS,234.35,22.38,208.18,0.00,3.67,-1.61,32.29,6.89,39.32,11
262.,Sri Adhik. Bros.,2026.00,,5140.58,0.00,-1.86,-3820.00,0.03,-97.25,39.22,11
263.,MRP Agro,93.00,14.63,103.31,0.00,0.37,-48.61,10.08,-34.03,39.18,11
264.,Dynacons Sys.,928.00,15.01,1180.91,0.05,22.58,23.66,352.21,14.98,39.17,11
265.,Indrapr.Medical,361.00,18.94,3309.40,1.25,49.46,16.65,381.03,8.92,39.10,11
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,11
266.,Siemens Ener.Ind,2125.40,68.46,75689.85,0.19,359.60,,2645.70,,38.99,11
267.,Modern Diagnost.,88.88,14.96,134.20,0.00,,,,,38.99,11
268.,Unisem Agritech,57.50,15.26,65.16,0.00,3.50,,51.34,,38.98,11
269.,Bharat Electron,410.70,52.71,300212.62,0.58,1287.16,17.88,5792.09,25.78,38.88,11
270.,Fujiyama Power,205.92,33.67,6309.61,0.00,62.90,97.36,567.91,72.59,38.88,11
271.,Chiraharit,8.10,48.77,44.38,0.00,-1.33,-131.03,19.54,-40.21,38.76,11
272.,Goel Construct.,280.00,10.56,404.59,0.00,16.76,-0.06,245.38,-9.84,38.70,11
273.,A B B,4694.50,56.30,99480.39,0.94,409.04,-7.17,3310.72,13.69,38.65,11
274.,Sacheerome,366.00,34.29,818.84,0.00,14.94,111.91,76.56,51.72,38.62,11
275.,Lakhotia Poly.,62.42,10.53,65.38,0.00,0.66,-39.45,7.57,-69.27,38.57,11
276.,Rachit Prints,137.90,14.18,68.07,0.00,2.48,11.21,26.20,27.00,38.57,12
277.,IB Infotech,369.55,29.58,47.33,0.27,0.35,133.33,2.38,170.45,38.49,12
278.,City Online Ser.,6.04,,3.12,0.00,-0.20,-242.86,1.95,6.56,38.34,12
279.,Lloyds Metals,1115.50,33.64,60723.25,0.09,567.39,89.95,3651.35,154.33,38.28,12
280.,Aptus Pharma,240.50,46.60,164.98,0.00,1.75,33.59,14.38,47.34,38.20,12
281.,3M India,33315.00,67.75,37546.01,0.48,191.34,43.03,1266.49,14.02,38.17,12
282.,Solar Industries,12658.00,86.72,114542.31,0.08,361.45,20.67,2082.22,21.35,38.13,12
283.,Western Overseas,26.70,7.30,16.05,0.00,0.54,,4.94,,38.02,12
284.,Tuticorin Alkali,43.63,16.84,531.57,0.00,9.56,-31.07,79.99,7.48,37.99,12
285.,Inox India,1094.70,41.58,9935.88,0.18,60.84,19.90,358.22,16.85,37.98,12
286.,E Factor Experie,260.00,13.62,340.29,0.46,5.06,1924.00,52.60,189.97,37.96,12
287.,Abram Food,104.00,17.52,53.60,0.00,1.75,-10.26,55.92,32.04,37.95,12
288.,Slone Infosys.,244.00,17.64,128.56,0.20,4.60,-2.54,100.70,-34.17,37.93,12
289.,Wealth First Por,822.70,26.44,876.59,2.43,11.07,-26.98,20.57,5.43,37.87,12
290.,Medistep Health.,22.75,5.95,32.33,0.00,2.97,75.74,35.07,65.04,37.83,12
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,12
291.,Indo Tech.Trans.,1229.50,15.51,1305.73,0.00,24.78,39.84,182.86,25.05,37.80,12
292.,Apex Ecotech,116.55,16.02,153.67,0.00,2.58,66.45,32.57,50.09,37.51,12
293.,Infosys,1670.80,23.48,677455.07,2.57,6666.00,10.79,45479.00,8.90,37.50,12
294.,21st Cent. Mgmt.,39.58,,41.56,0.00,-7.89,-427.39,-7.21,-151.46,37.50,12
295.,CG Power & Ind,549.10,80.94,86477.35,0.24,284.44,29.76,2922.79,21.14,37.48,12
296.,Shreeji Global,116.45,15.83,265.04,0.00,11.11,70.40,294.56,-16.19,37.40,12
297.,Benares Hotels,9505.65,28.06,1235.73,0.26,14.23,5.68,41.63,7.10,37.33,12
298.,Zen Technologies,1287.60,47.02,11625.79,0.16,61.91,-6.29,173.57,-28.23,37.22,12
299.,RMC Switchgears,402.50,10.43,423.70,0.00,19.48,90.05,194.96,86.07,37.19,12
300.,SPEB Adhesives,51.50,19.25,115.69,0.00,,,,,37.12,12
301.,Jyothy Labs,249.25,26.03,9152.82,1.40,87.76,-16.36,736.06,0.41,37.11,13
302.,Blue Cloud Soft.,17.25,14.40,752.59,0.00,15.42,35.86,252.92,7.50,37.07,13
303.,Avantel,136.23,107.44,3616.46,0.15,4.27,-81.35,55.42,-28.42,37.06,13
304.,Sri Lotus,152.50,33.39,7453.04,0.00,46.36,-8.40,176.11,43.48,37.06,13
305.,Emergent Indust.,492.20,,224.94,0.00,-0.20,-900.00,122.86,145.57,36.97,13
306.,Eco Recyc.,452.45,42.59,873.08,0.00,5.60,-28.64,14.42,12.04,36.82,13
307.,Symphony,850.00,34.11,5837.07,1.53,19.00,-64.29,163.00,-43.60,36.80,13
308.,ITC,323.40,20.08,405195.28,4.44,5186.55,2.91,19501.63,-2.44,36.79,13
309.,Concord Control,2510.00,83.56,2540.18,0.00,16.02,93.48,81.55,63.92,36.78,13
310.,Wanbury,177.87,14.44,620.62,0.00,13.49,1197.12,163.18,24.46,36.68,13
311.,Ajwa Fun World,51.31,0.60,32.79,0.00,54.39,10978.00,0.00,100.00,36.64,13
312.,Garden Reach Sh.,2234.80,41.53,25600.08,0.62,153.79,57.30,1677.38,45.49,36.64,13
313.,Gayatri Sugars,9.23,244.93,68.58,0.00,-21.21,0.56,13.56,16.80,36.62,13
314.,Asston Pharmaceu,85.30,13.62,72.61,0.00,0.03,77.89,15.42,-3.44,36.62,13
315.,S J Logistics (I,320.45,7.98,490.07,0.00,18.12,42.45,157.14,26.52,36.55,13
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,13
316.,Silky Overseas,138.00,7.69,87.87,0.00,5.08,22.12,63.11,-8.98,36.55,13
317.,Seshaasai Tech.,241.60,18.17,3909.23,0.00,57.88,-10.91,351.35,-10.98,36.54,13
318.,Admach Systems,227.00,17.65,153.74,0.00,4.48,116.43,28.45,32.33,36.47,13
319.,Digicontent,29.85,8.68,173.69,0.00,9.52,-11.93,131.79,15.02,36.46,13
320.,Cummins India,3930.40,47.28,108950.69,1.31,622.33,38.49,3170.27,26.38,36.32,13
321.,Amal,494.45,22.42,611.27,0.20,5.02,-69.65,62.59,36.69,36.32,13
322.,Tata Elxsi,5409.50,53.42,33698.90,1.39,108.89,-19.99,953.47,1.52,36.26,13
323.,Winsol Engineers,135.00,12.86,155.73,0.00,6.99,12.38,66.10,58.17,36.21,13
324.,Jai Balaji Inds.,65.43,20.38,5969.11,0.00,26.48,-82.71,1353.35,-13.06,36.08,13
325.,Sunlite Recycli.,334.85,16.91,364.32,0.00,14.34,103.12,1122.31,76.24,36.07,13
326.,Afcom Holdings,759.10,23.40,1978.83,0.00,54.99,191.57,240.28,170.71,36.05,14
327.,Sihora Indust.,54.45,17.27,29.01,0.00,0.64,-22.89,8.38,26.40,36.04,14
328.,Global Education,79.96,20.54,407.01,1.88,6.57,-37.19,24.69,5.56,35.93,14
329.,Flywings Simula.,191.00,17.61,194.38,0.00,3.57,1.13,10.18,46.47,35.88,14
330.,Vashishtha Lux.,77.20,12.81,18.19,0.00,1.03,,6.84,,35.74,14
331.,Sudeep Pharma,560.90,46.67,6335.29,0.00,46.78,-6.15,162.67,9.32,35.65,14
332.,CRISIL,4491.40,43.84,32845.62,0.56,193.10,12.56,911.24,12.24,35.60,14
333.,The Bombay Burmah,1733.20,10.84,12092.87,0.98,565.97,-4.85,4942.83,3.82,35.52,14
334.,Aditya AMC,780.50,22.14,22539.08,3.07,269.52,21.01,478.08,7.41,35.51,14
335.,Dolat Algotech,80.71,11.80,1420.50,0.31,4.60,-93.24,58.92,-59.52,35.48,14
336.,Vikram Thermo,158.20,14.96,496.08,0.63,11.08,1.74,34.64,2.91,35.47,14
337.,Dhanlaxmi Crop,26.05,8.34,42.53,0.00,4.64,-43.48,28.79,-76.00,35.36,14
338.,Shipwaves Online,6.63,8.22,93.81,0.00,4.69,,40.98,,35.35,14
339.,Praruh Tech,52.00,13.10,72.44,0.00,0.98,-56.25,17.60,-37.88,35.32,14
340.,Transrail Light,459.35,14.80,6167.05,0.17,90.98,65.09,1560.96,43.42,35.22,14
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,14
341.,Patel Chem,72.44,15.71,180.16,0.00,6.13,17.43,61.16,21.98,35.22,14
342.,Royal Sense,185.00,12.34,98.98,0.00,4.06,70.59,43.48,97.46,35.18,14
343.,Brace Port,86.40,17.16,97.64,0.87,2.50,-31.88,32.94,-33.52,35.17,14
344.,Nirman Agri,53.15,1.51,42.57,3.76,14.58,27.34,146.23,30.04,35.16,14
345.,East India Drums,102.52,32.02,151.47,1.46,1.61,71.28,65.69,-20.85,34.98,14
346.,Waaree Energies,2599.30,21.48,74766.50,0.08,1106.79,158.06,7565.05,118.81,34.94,14
347.,Mamata Machinery,383.00,21.88,942.48,0.13,4.53,-2.58,53.37,24.73,34.92,14
348.,Shanthi Gears,450.05,41.10,3452.60,1.11,16.19,-34.02,116.82,-25.83,34.87,14
349.,Astal Lab,81.03,34.55,342.07,0.00,2.58,29.00,37.52,185.11,34.78,14
350.,Sundrex Oil,31.60,7.93,42.32,0.00,1.94,,18.71,,34.76,14
351.,Insolation Ener,98.55,14.98,2171.99,0.10,80.07,30.68,776.75,26.91,34.73,15
352.,Star Imaging,83.75,7.38,145.89,0.00,10.03,61.84,45.19,6.10,34.73,15
353.,Iware Supplych.,195.00,15.79,208.96,0.00,6.43,427.05,93.44,214.82,34.72,15
354.,FlySBS Aviation,393.95,14.49,681.68,0.00,23.84,358.46,137.61,64.39,34.65,15
355.,Sharda Motor,840.05,15.33,4822.53,1.93,75.39,-4.48,787.21,10.67,34.60,15
356.,Exhicon Events,490.20,19.50,723.85,0.03,22.11,113.12,102.61,63.84,34.59,15
357.,Sugs Lloyd,90.95,9.65,211.13,0.00,11.83,75.52,123.03,94.18,34.52,15
358.,Ecos (India),175.25,18.53,1051.50,1.37,14.30,-6.84,207.49,33.62,34.46,15
359.,Identixweb,66.45,16.06,69.38,0.00,2.19,31.98,5.78,22.72,34.33,15
360.,Indiamart Inter.,2194.00,21.79,13183.12,1.37,188.30,55.62,401.60,13.35,34.24,15
361.,Curis Lifescien.,105.00,10.37,84.89,0.00,4.21,89.64,27.91,75.53,34.24,15
362.,Gokul Agro,152.82,15.34,4509.52,0.00,101.15,41.51,6638.19,38.01,34.20,15
363.,Cigniti Tech.,1596.90,14.40,4398.97,0.00,80.30,31.76,579.40,12.20,34.09,15
364.,Reliance Infra.,141.09,1.22,5765.38,0.00,2575.30,50.47,6234.91,-14.10,34.01,15
365.,Finbud Financial,110.50,21.55,210.50,0.00,5.12,37.63,138.98,35.74,33.95,15
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,15
366.,DDev Plastiks,294.90,15.44,3051.53,0.59,47.11,5.34,680.15,17.20,33.92,15
367.,Hind.Aeronautics,4305.70,34.00,287954.45,0.93,1669.05,10.82,6628.61,10.92,33.88,15
368.,Effwa Infra,209.65,19.04,485.28,0.00,10.14,113.03,90.21,48.23,33.87,15
369.,Srigee DLM,72.10,10.66,43.07,0.00,1.34,-41.99,20.88,-42.11,33.86,15
370.,Marsons,144.15,76.12,2480.82,0.03,9.20,23.16,59.80,55.28,33.82,15
371.,Deepak Chemtex,105.60,10.32,114.72,0.00,4.33,-23.29,30.93,-20.41,33.79,15
372.,Sobhagya Mercant,905.00,35.28,760.20,0.00,4.70,122.75,51.22,85.65,33.71,15
373.,Mason Infratech,172.35,20.44,412.61,0.00,7.81,65.82,51.81,39.84,33.71,15
374.,Dreamfolks Servi,96.57,7.96,514.43,0.00,11.22,-30.25,205.52,-35.14,33.70,15
375.,Shreeji Ship. Gl,320.95,38.64,5228.86,0.00,42.70,32.19,162.19,11.30,33.65,15
376.,D.P. Abhushan,1372.30,16.81,3132.68,0.00,73.35,96.44,1222.38,12.75,33.64,16
377.,Fonebox Retail,81.65,16.39,83.77,0.00,2.28,32.56,223.72,35.88,33.64,16
378.,BLS Internat.,275.05,18.81,11324.93,0.36,185.70,26.77,736.63,48.81,33.62,16
379.,Ajax Engineering,486.75,22.18,5568.75,0.00,39.07,14.81,444.81,47.79,33.58,16
380.,GRE Renew,100.50,20.43,143.59,0.00,4.00,,43.80,,33.52,16
381.,Kaytex Fabrics,58.90,4.85,86.58,0.00,8.60,24.28,74.59,3.93,33.46,16
382.,Astrazeneca Phar,8319.00,89.97,20797.50,0.38,54.22,51.26,559.09,37.03,33.40,16
383.,VVIP Infratech,104.15,7.05,260.06,0.00,25.37,4.39,193.24,13.06,33.34,16
384.,Monarch Networth,282.65,13.97,2240.52,0.35,45.41,12.10,91.20,18.98,33.31,16
385.,IIFL Capital,333.00,17.73,10366.82,0.90,85.15,-58.84,572.08,-11.36,33.27,16
386.,Parth Electrical,209.50,23.70,286.34,0.00,6.10,48.06,80.40,15.02,33.26,16
387.,Jubilant Agri,1949.30,23.87,2953.68,0.00,42.28,69.26,512.95,26.01,33.22,16
388.,NBCC,95.08,38.44,25671.60,0.70,156.69,25.71,2910.20,18.99,33.17,16
389.,Luxury Time,76.50,15.07,63.15,0.00,,,,,33.09,16
390.,Timescan Logist.,41.10,4.47,28.72,0.00,2.36,31.84,133.44,9.92,32.99,16
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,16
391.,Escorp Asset Mgt,116.00,10.09,128.95,0.00,1.79,-66.23,1.65,-70.59,32.96,16
392.,L. T. Elevator,200.45,26.84,384.12,0.00,6.45,497.22,46.89,139.72,32.96,16
393.,Steelcast,183.37,20.83,1855.70,0.79,23.21,74.64,106.65,41.54,32.94,16
394.,Indo National,398.55,,298.91,1.25,1.13,-47.93,119.60,-6.25,32.94,16
395.,RPG LifeScience.,2135.70,31.69,3532.24,0.94,36.85,38.23,181.68,5.50,32.80,16
396.,RBM Infracon,350.40,7.61,354.01,0.00,26.92,171.92,283.99,174.73,32.80,16
397.,Natco Pharma,831.95,9.68,14901.05,0.72,517.90,-23.46,1363.00,-0.59,32.78,16
398.,KFin Technolog.,1018.70,50.81,17568.74,0.74,93.31,4.47,309.23,10.25,32.75,16
399.,TAAL Tech,2879.00,17.43,897.19,2.26,14.27,-1.79,48.83,-0.59,32.73,16
400.,Apar Inds.,7033.00,30.07,28250.38,0.73,251.70,29.82,5715.42,23.06,32.70,16
401.,Rajoo Engineers,64.59,18.81,1154.06,0.23,17.88,79.15,87.60,56.21,32.62,17
402.,Associated Coat.,91.35,10.83,12.35,0.00,0.48,20.00,3.10,40.27,32.62,17
403.,Umiya Mobile,64.50,15.42,91.72,0.00,3.78,8.62,365.19,45.26,32.58,17
404.,Swastika Investm,64.86,12.39,130.36,0.93,3.69,-39.61,28.08,-17.80,32.56,17
405.,GACM Tech-DVR,0.44,1.51,8.35,0.00,2.20,478.95,4.38,39.05,32.55,17
406.,Suzlon Energy,45.70,19.59,62164.04,0.00,1279.44,539.08,3870.78,84.03,32.52,17
407.,Algoquant Fin,62.21,106.43,1748.70,0.00,6.29,-48.74,51.29,-21.36,32.47,17
408.,Manas Polymers,73.05,13.24,56.80,0.00,4.44,,21.50,,32.46,17
409.,Netweb Technol.,3100.10,98.76,17563.27,0.08,73.31,146.67,804.93,141.00,32.45,17
410.,BharatRohan Air.,111.30,20.51,221.74,0.00,4.63,43.79,32.92,133.14,32.45,17
411.,POCL Enterprises,170.45,13.97,524.41,0.41,9.76,1.46,362.55,-2.78,32.43,17
412.,Emami,504.45,29.21,22019.24,1.59,148.35,-30.24,798.51,-10.34,32.42,17
413.,Onix Solar,700.75,94.61,1436.11,0.00,14.37,129.55,16.12,-71.85,32.41,17
414.,Ameenji Rubber,117.90,13.42,132.99,0.00,4.38,103.72,42.70,8.46,32.38,17
415.,Ajanta Pharma,2699.60,34.64,33727.62,1.04,260.19,20.19,1353.73,14.08,32.37,17
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,17
416.,Banco Products,549.15,18.15,7854.89,2.00,138.90,0.14,1038.19,16.01,32.36,17
417.,Picturepost Stu.,8.95,9.27,26.22,0.00,0.24,-90.16,12.12,-30.78,32.29,17
418.,SK Minerals & Additives,141.35,12.86,173.01,0.00,7.02,55.65,109.89,8.83,32.29,17
419.,Jay Bee Laminati,88.15,13.57,198.93,0.00,3.69,-74.39,218.73,42.80,32.13,17
420.,Osiajee Texfab,474.35,38.93,256.15,0.00,1.71,327.50,1.69,122.37,32.06,17
421.,Eppeltone Ene.,162.10,15.61,210.07,0.00,6.26,55.33,46.28,-7.75,32.04,17
422.,Cryogenic OGS,169.35,30.65,241.83,0.00,5.52,64.75,21.07,57.12,32.02,17
423.,Gyan Developers,36.54,8.50,10.96,0.00,-0.02,-100.00,0.00,,32.01,17
424.,Rose Merc.,80.00,17.54,47.54,0.15,3.58,2600.00,17.35,1395.69,32.01,17
425.,Maxvolt Energy,328.40,19.61,358.09,0.00,12.92,170.29,130.04,222.84,31.92,17
426.,Gayatri Rubbers,307.25,41.88,176.30,0.00,2.63,107.09,17.31,26.91,31.91,18
427.,Uni Abex Alloy,2988.30,17.01,590.19,1.17,11.20,33.49,55.78,19.70,31.90,18
428.,Airfloa Rail,253.20,21.58,606.92,0.00,12.09,24.25,90.54,6.37,31.89,18
429.,Aryaman Fin.Serv,657.50,19.78,805.24,0.00,10.29,52.46,18.98,-23.65,31.88,18
430.,Aryaman Capital,473.00,16.30,566.52,0.00,17.75,198.82,36.15,48.70,31.72,18
431.,Enviro Infra,170.75,14.49,2997.17,0.00,49.50,44.54,227.35,6.73,31.68,18
432.,Pecos Hotels,326.55,31.92,42.77,1.07,0.76,-10.59,5.80,7.61,31.66,18
433.,Palco Metals Ltd,118.70,16.43,47.48,0.00,0.34,-78.06,75.59,42.09,31.66,18
434.,Envirotech Sys.,102.00,11.14,191.66,0.00,5.98,111.31,26.04,59.75,31.63,18
435.,Electrotherm(I),799.85,5.89,1019.23,0.00,-21.62,-146.61,814.26,0.07,31.62,18
436.,HCL Technologies,1707.00,26.98,463222.63,3.16,4082.00,4.19,33872.00,13.32,31.61,18
437.,Sahaj Solar,149.50,12.42,328.48,0.33,5.06,14.48,102.26,7.94,31.60,18
438.,BLT Logi.,42.30,12.68,20.29,0.00,1.66,-56.77,25.66,-47.81,31.56,18
439.,Shringar House,222.33,31.58,2143.97,0.00,22.85,42.46,528.80,27.09,31.55,18
440.,Corona Remedies,1404.80,54.12,8591.77,0.00,52.15,21.34,361.13,15.06,31.47,18
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,18
441.,Tembo Global,559.10,12.34,864.77,0.36,21.93,37.72,245.41,49.78,31.45,18
442.,Unicommerce,106.96,62.09,1202.01,0.00,5.78,29.31,51.38,75.30,31.37,18
443.,Alldigi Tech,793.05,16.71,1208.48,3.78,17.62,49.70,147.42,12.17,31.36,18
444.,My Mudra Fin.,83.20,8.23,94.78,0.00,5.37,87.11,58.45,73.24,31.35,18
445.,Foseco India,4506.20,41.14,3396.44,0.55,16.49,3.50,150.72,7.08,31.34,18
446.,CLN Energy,363.00,22.72,383.08,0.00,8.57,84.70,152.00,103.13,31.30,18
447.,K. V. Toys India,297.00,40.90,186.52,0.00,4.06,,80.80,,31.30,18
448.,Balu Forge,379.30,17.89,4361.64,0.04,65.04,35.50,299.51,34.38,31.26,18
449.,Om Metallogic,24.94,6.21,19.61,0.00,0.94,-50.26,22.06,-16.25,31.25,18
450.,JMJ Fintech,12.47,2.76,15.96,2.00,2.97,77.84,6.32,68.53,31.23,18
451.,Basilic Fly Stud,266.30,12.79,672.81,0.00,26.78,106.76,189.40,149.14,31.23,19
452.,Jayesh Logistics,140.50,10.87,122.11,0.00,4.77,544.59,59.33,32.37,31.21,19
453.,Apollo Techno,106.70,11.84,146.06,0.00,4.21,-22.75,48.39,-1.75,31.21,19
454.,Infollion Resea.,365.00,25.97,353.94,0.00,7.18,20.88,51.09,45.18,31.18,19
455.,Desco Infra.,157.90,10.12,121.20,0.00,6.17,89.85,42.04,85.77,31.18,19
456.,South. Magnesium,92.83,71.41,27.85,0.00,0.21,-81.58,1.66,-57.76,31.16,19
457.,OSEL Devices,440.15,28.60,778.83,0.00,15.19,89.64,146.86,68.13,31.14,19
458.,Aprameya Enginee,265.65,20.56,505.80,0.00,6.76,490.75,42.14,354.58,31.12,19
459.,Globtier Infotec,26.25,6.59,39.69,0.00,3.13,6.35,42.39,2.69,31.11,19
460.,Siddhika Coatins,214.95,15.55,132.82,1.54,4.80,11.89,27.24,15.08,31.10,19
461.,Methodhub Software,116.65,19.12,219.92,0.00,10.35,,79.94,,31.09,19
462.,SRM Contractors,442.35,14.65,1014.94,0.00,19.44,118.43,191.52,101.07,31.05,19
463.,Authum Invest,521.80,11.03,44312.59,0.04,764.59,-9.38,595.19,-45.45,30.85,19
464.,Sayaji Hot. Pune,799.00,12.80,243.42,0.00,5.33,27.21,18.83,1.89,30.79,19
465.,Trent,3755.90,82.32,133517.54,0.13,373.42,11.25,4817.68,15.90,30.71,19
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,19
466.,Josts Engg. Co.,254.05,29.03,300.46,0.49,0.81,-84.21,53.75,-14.11,30.62,19
467.,Chamunda Ele.,45.75,9.89,50.35,0.00,2.26,334.62,16.58,61.60,30.62,19
468.,Gallard Steel,163.35,25.57,155.18,0.00,4.29,,31.56,,30.59,19
469.,Kingfa Science,3913.90,33.68,5303.88,0.00,41.14,10.41,465.69,11.32,30.55,19
470.,Kaycee Inds.,694.10,38.37,220.27,0.29,1.50,-2.60,14.91,11.77,30.55,19
471.,I T D C,501.05,59.06,4297.48,0.58,16.35,-30.75,118.49,-18.64,30.54,19
472.,Prime Cable Ind.,82.35,14.33,150.90,0.00,5.48,122.76,90.71,61.87,30.49,19
473.,Integ. Industrie,35.72,11.07,831.70,0.00,29.89,100.93,286.86,53.73,30.47,19
474.,Persistent Systems,6155.00,53.99,97095.13,0.57,439.45,35.75,3778.21,23.38,30.44,19
475.,Mangal Electrica,295.05,17.60,815.23,0.00,13.30,-6.86,154.33,16.30,30.43,19
476.,Vigor Plast,66.00,10.38,68.32,0.00,2.41,145.92,16.89,54.11,30.41,20
477.,Morganite Crucib,1381.30,30.60,773.53,3.55,8.78,-1.57,45.93,3.66,30.39,20
478.,Axis Solution,105.04,21.29,496.42,0.48,5.15,-42.65,48.47,15.71,30.37,20
479.,Mayasheel Vent.,55.00,8.05,121.28,0.00,8.04,90.07,80.13,39.94,30.36,20
480.,TD Power Systems,624.30,46.84,9752.49,0.20,60.19,45.84,452.47,47.65,30.35,20
481.,Hero Motocorp,5384.00,20.39,107723.94,3.06,1320.98,23.05,12218.39,16.56,30.34,20
482.,Arkade,111.41,13.10,2068.48,0.90,45.81,5.58,263.65,30.75,30.30,20
483.,IRIS Regtech Solutions,270.45,65.52,556.27,0.00,116.85,-50.69,28.56,6.13,30.22,20
484.,Sanjiv.Parant.,179.90,29.62,220.99,0.28,1.64,-28.70,15.50,-14.51,30.21,20
485.,Readymix Cons.,100.00,9.19,109.59,0.00,0.78,143.33,27.65,56.66,30.21,20
486.,Nirlon,489.60,13.88,4412.28,5.31,147.66,161.39,165.31,3.18,30.18,20
487.,Party Cruisers,90.55,12.56,108.12,0.00,2.82,33.02,33.33,11.58,30.13,20
488.,Mahalaxmi Rubtec,196.76,10.27,208.96,0.00,5.88,68.48,29.96,26.84,30.12,20
489.,WOL 3D India,112.25,11.16,72.42,0.00,3.83,30.72,41.46,82.48,30.11,20
490.,Master Trust,99.55,10.36,1224.62,0.00,31.40,-14.88,126.86,-17.47,30.09,20
S.No.,Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,20
491.,Garuda Cons,159.28,17.22,1481.97,0.02,27.14,164.78,116.46,149.11,30.09,20
492.,Dhillon Freight,36.10,7.41,14.15,0.00,0.63,50.00,13.78,0.73,30.09,20
493.,KP Green Engg.,385.90,18.39,1929.50,0.10,58.31,112.55,532.07,102.80,30.04,20
494.,DRC Systems,15.09,13.09,217.42,0.00,4.17,31.50,22.83,41.45,30.01,20
495.,Kothari Petroche,116.63,10.35,686.33,0.86,18.42,13.96,143.02,-4.41,29.99,20
496.,Force Motors,19325.00,31.05,25463.13,0.21,350.70,159.72,2081.40,7.22,29.99,20
497.,Captain Techno.,170.00,35.50,394.74,0.00,6.79,92.49,62.48,52.61,29.96,20
498.,Prostarm Info,147.99,35.35,871.29,0.00,8.46,-39.66,64.61,-34.41,29.95,20
499.,S A Tech Soft.,51.00,29.46,66.59,0.00,-0.64,-114.19,49.59,-2.75,29.91,20
500.,Moving Media,48.20,9.98,90.65,0.00,2.24,-37.08,19.39,33.54,29.88,20
501.,Premier Polyfilm,46.07,16.71,482.55,0.33,9.28,39.13,79.28,28.14,29.86,21
502.,Pidilite Inds.,1447.90,65.65,147354.81,0.69,584.60,8.36,3554.44,9.88,29.84,21
503.,Eicher Motors,6973.00,37.45,191268.86,1.00,1369.45,24.46,6171.59,44.77,29.81,21
504.,Samay Project,44.45,15.47,68.23,0.00,2.87,13.81,20.10,10.20,29.78,21
505.,Integrity Infra.,127.50,14.74,54.83,0.00,2.40,65.52,65.36,42.68,29.77,21
506.,Starlineps Enter,7.00,86.75,254.19,0.00,1.57,-51.69,36.86,50.88,29.76,21
507.,Black Box,479.55,30.09,8175.49,0.21,55.65,-3.68,1584.59,5.83,29.75,21
508.,Polycab India,6722.00,38.54,101197.78,0.52,630.17,35.87,7636.13,46.12,29.72,21
509.,Suditi Industrie,67.76,27.89,292.83,0.00,3.23,1912.50,39.30,89.40,29.66,21
